,wm_prod_code,prod_detail_type_code,prod_ccy,prod_risk_code,can_rcmd_ind,prod_name
4050,PP31,FNDF,USD,RR5,1,施羅德環球新興亞洲（美元）Ａ１－累積基金
4052,PPA3,FNDF,USD,RR4,1,施羅德環球歐洲股息基金（美元避險）Ａ－月配固定基金
4053,QQ49,FNDF,USD,RR5,1,瑞銀（盧森堡）大中華股票基金（美元）
4055,3730,FNDD,AUD,RR4,0,國泰全球積極組合基金－澳幣
4057,2725,FNDD,TWD,RR3,1,台新新興市場債券Ｂ配息基金
4061,5914,FNDD,USD,RR4,1,柏瑞亞太高收益債券基金Ａ累積美元
4062,UF34,FNDF,USD,RR2,0,鋒匯理Ⅱ－策略收益ＵＸＤ美元
4067,AA55,FNDF,EUR,RR4,1,富達歐洲小型企業基金
4068,AG98,FNDF,AUD,RR3,1,貝萊德環球資產配置基金避險Ａ２澳幣
4070,AR11,FNDF,AUD,RR3,1,ＮＢ高收益債券基金Ｔ股月配澳幣
4076,NN07,FNDF,USD,RR5,1,聯博新興市場成長基金Ａ股美元
4077,NN31,FNDF,EUR,RR5,1,聯博中國時機基金Ａ歐元
4079,XX09,FNDF,USD,RR2,1,匯豐環球投資基金美元債券
4080,1301,FNDD,TWD,RR5,1,保德信中小型股基金
4081,2021,FNDD,TWD,RR5,1,國泰中國新興戰略基金
4082,2102,FNDD,TWD,RR4,1,野村成長基金
4083,2723,FNDD,TWD,RR4,1,台新北美收益基金Ｂ配息
4084,2724,FNDD,TWD,RR3,1,台新新興市場債券Ａ不配息基金
4086,3013,FNDD,TWD,RR5,1,元大華夏中小基金
4091,5407,FNDD,USD,RR5,1,摩根中國Ａ股基金美元
4093,5910,FNDD,ZAR,RR3,1,柏瑞全球策略高收益債券基金Ｂ類型南非幣
4094,5917,FNDD,USD,RR3,1,柏瑞全球策略高收益債券基金Ａ類型美元
4095,5937,FNDD,USD,RR3,1,柏瑞特別股息收益基金Ａ累積美元
4103,AG22,FNDF,USD,RR4,1,貝萊德世界金融基金美元
4105,AI16,FNDF,USD,RR5,0,瀚亞中國股票基金
4108,AR06,FNDF,USD,RR4,1,ＮＢ美國小型企業基金Ｔ股累積美元
4112,GG38,FNDF,USD,RR5,1,安本標準拉丁美洲股票基金Ａ累積美元
4113,JJ24,FNDF,USD,RR4,0,富蘭克林美國房地產證券化基金
4117,PP40,FNDF,EUR,RR2,1,施羅德環球新興市場債券（歐元避險）Ａ１－月配固定基金
4118,PP69,FNDF,USD,RR3,1,施羅德傘型基金ＩＩ－亞洲高息股債基金（美元）Ａ－累積基金
4121,2121,FNDD,TWD,RR5,1,野村泰國基金
4123,3319,FNDD,TWD,RR5,1,群益印度中小基金
4124,3333,FNDD,TWD,RR5,1,群益中國新機會基金
4126,4604,FNDD,USD,RR3,1,瀚亞全球高收益債券基金美元Ｂ類型配息
4127,4903,FNDD,USD,RR5,1,群益中國新機會美元
4129,5605,FNDD,USD,RR4,1,台新北美收益資產證券化基金月配美元
4130,8906,FNDD,CNY,RR4,0,柏瑞新興市場高收益債券基金Ｎ類型人民幣
4132,FC93,FNDF,USD,RR2,0,摩根－ＪＰＭ美國複合收益債券美元（Ｆ股每月派息）基金
4133,AA08,FNDF,GBP,RR4,1,富達英國基金
4134,AA81,FNDF,USD,RR3,1,富達全球成長與收益基金
4136,AK01,FNDF,EUR,RR4,1,駿利亨德森遠見泛歐小型公司基金
4137,AP25,FNDF,USD,RR5,1,ＮＮ（Ｌ）亞洲收益基金Ｘ股美元
4141,BP43,FNDF,ZAR,RR3,0,ＮＮ（Ｌ）亞洲債券基金Ｙ股對沖級別南非幣（月配息）
4144,CC18,FNDF,USD,RR3,1,摩根－ＪＰＭ亞太入息美元（Ａ股分派）基金
4146,GG47,FNDF,JPY,RR4,0,安本標準日本小型公司基金Ａ累積日圓
4149,NN25,FNDF,EUR,RR3,1,聯博歐洲收益基金ＡＴ股歐元
4150,NN81,FNDF,USD,RR3,1,聯博全球價值型基金ＡＤ月配美元
4154,1207,FNDD,TWD,RR4,1,統一大滿貫基金
4155,1322,FNDD,TWD,RR4,1,保德信全球消費商機基金
4157,2310,FNDD,TWD,RR5,1,柏瑞亞太高股息基金Ａ類型
4158,2328,FNDD,TWD,RR3,1,柏瑞特別股息收益基金Ｂ月配台幣
4159,2410,FNDD,TWD,RR4,1,瀚亞理財通基金
4161,3305,FNDD,TWD,RR4,1,群益奧斯卡基金
4166,5929,FNDD,CNY,RR3,1,柏瑞環球多元資產基金Ａ累積人民幣
