,wm_prod_code,prod_detail_type_code,prod_ccy,prod_risk_code,can_rcmd_ind,prod_name
2396,GG02,FNDF,USD,RR5,1,安本標準亞太股票基金Ａ累積美元
2398,KK04,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資亞洲成長基金
2403,XX17,FNDF,USD,RR5,1,匯豐環球投資基金巴西股票
2406,2311,FNDD,TWD,RR3,1,柏瑞全球策略高收益債券基金Ａ類型
2407,2324,FNDD,TWD,RR3,1,柏瑞新興亞太策略債券基金Ｂ類型新臺幣
2410,4923,FNDD,CNY,RR5,1,群益東協成長基金人民幣
2411,4940,FNDD,USD,RR3,1,群益全球優先順位高收益債券基金Ａ累積型美元
2413,5804,FNDD,USD,RR3,1,聯博多元資產收益組合基金ＡＤ類型美元
2415,5931,FNDD,ZAR,RR3,1,柏瑞環球多元資產基金Ａ累積南非幣
2421,AA07,FNDF,JPY,RR4,1,富達日本基金
2422,AAD6,FNDF,EUR,RR4,1,富達歐洲入息基金累計歐元
2428,AG63,FNDF,EUR,RR5,1,貝萊德亞洲巨龍基金Ａ２歐元
2429,AGC9,FNDF,ZAR,RR3,1,貝萊德美元高收益債券基金Ａ８多幣別穩定月配息股份－南非幣避險
2430,AGE1,FNDF,USD,RR4,1,貝萊德歐洲價值型基金ＨＥＤＧＥＤＡ２美元
2432,AI33,FNDF,ZAR,RR3,1,瀚亞美國高收益債券基金南非幣避險月配Ａｚｄｍ
2433,AI38,FNDF,USD,RR3,1,瀚亞全球價值股票基金美元穩定月配
2438,KK36,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資歐洲高收益基金月配
2440,NN56,FNDF,NZD,RR3,1,聯博美國收益基金ＡＴ股紐幣避險
2442,NNA5,FNDF,AUD,RR4,1,聯博美國成長基金ＡＤ股月配澳幣避險
2443,OB02,FNDF,USD,RR5,0,法巴拉丁美洲股票基金Ｃ（美元）
2447,WW06,FNDF,USD,RR5,1,霸菱全球新興市場基金美元
2448,WW19,FNDF,USD,RR4,1,霸菱亞洲平衡基金Ａ類美元累積型
2451,2009,FNDD,TWD,RR5,1,國泰大中華基金
2452,2138,FNDD,TWD,RR4,1,野村亞太複合高收益債基金累積類型
2453,2429,FNDD,TWD,RR3,1,瀚亞全球高收益債券基金Ｂ類型分配
2454,2514,FNDD,TWD,RR3,1,安聯四季回報債券組合基金Ａ類型累積新臺幣
2456,2715,FNDD,TWD,RR5,1,台新中國精選中小基金
2457,2718,FNDD,TWD,RR5,1,台新印度基金
2458,2812,FNDD,TWD,RR5,1,富蘭克林華美台股傘型基金之高科技基金
2459,3708,FNDD,USD,RR4,1,國泰新興高收益債不配息美元
2460,3904,FNDD,ZAR,RR2,1,復華南非幣長期收益基金Ｂ配息
2462,AG76,FNDF,EUR,RR4,1,貝萊德世界金融基金歐元
2467,8912,FNDD,CNY,RR4,0,柏瑞亞太高收益債券基金Ｎ９類型人民幣
2469,AA71,FNDF,EUR,RR4,1,富達歐洲動能基金
2470,AA91,FNDF,USD,RR5,1,富達新興歐非中東基金
2471,AC07,FNDF,USD,RR2,1,天達環球策略目標回報債券基金Ｃ收益股份
2474,AH11,FNDF,USD,RR3,1,新加坡大華全球保健基金美元
2475,AJ04,FNDF,EUR,RR4,1,瀚亞Ｍ＆Ｇ全球未來趨勢基金
2476,AO27,FNDF,USD,RR3,1,ＰＩＭＣＯ美國高收益債券基金Ｍ級美月收息股
2480,BR10,FNDF,AUD,RR3,0,ＮＢ高收益債券基金Ｂ股月配澳幣
2482,CC76,FNDF,EUR,RR3,1,摩根－ＪＰＭ新興市場債券歐元對沖（Ａ股分派）基金
2483,CCC1,FNDF,USD,RR4,1,摩根－ＪＰＭ歐洲動力美元（Ａ股累計）基金
2488,PP20,FNDF,USD,RR5,1,施羅德環球大中華（美元）Ａ１－累積基金
2489,PP82,FNDF,USD,RR3,1,施羅德環球環球收益股票（美元）Ａ１－月配固定基金
2493,2018,FNDD,TWD,RR5,1,國泰中國內需增長基金
2496,3349,FNDD,TWD,RR3,1,群益全球特別股收益基金新臺幣累積
2498,4607,FNDD,CNY,RR3,1,瀚亞全球高收益債券基金Ａ類型人民幣
2499,4611,FNDD,AUD,RR4,1,瀚亞亞太豐收平衡基金Ａ－澳幣
2501,4728,FNDD,CNY,RR4,1,野村亞太收益多重資產基金（人民幣月配）
2502,4904,FNDD,USD,RR3,1,群益工業國入息累積基金美元
2503,4924,FNDD,USD,RR5,1,群益大印度基金美元
2505,5913,FNDD,CNY,RR4,1,柏瑞亞太高收益債券基金Ｂ月配人民幣
2512,AA04,FNDF,USD,RR5,1,富達亞洲聚焦基金
2517,AF48,FNDF,USD,RR2,0,鋒匯理Ⅱ－美元綜合債券Ａ２美元
2518,AF55,FNDF,AUD,RR3,0,鋒匯理Ⅱ－美國高息Ａ股澳幣收益穩定配息
2522,GG35,FNDF,USD,RR4,0,安本標準中國股票基金Ａ累積美元
2523,GG45,FNDF,USD,RR3,0,安本標準新興市場公司債券基金Ａ累積美元
2524,KK35,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資科技基金
2525,KK85,FNDF,EUR,RR4,1,富蘭克林坦伯頓全球投資潛力歐洲基金歐元Ａ（ＹＤＩＳ）股
2526,KK90,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資全球房地產基金美元Ａ（ＡＣＣ）股
2530,PP11,FNDF,JPY,RR4,1,施羅德環球日本股票（日元）Ａ１－累積基金
2533,1217,FNDD,TWD,RR5,1,統一強漢基金
2534,2439,FNDD,TWD,RR3,1,瀚亞新興豐收基金Ａ台幣
2540,AAD4,FNDF,USD,RR4,1,富達歐洲入息基金Ｆ１穩定月配息美元避險
2541,AP04,FNDF,EUR,RR3,1,ＮＮ（Ｌ）環球高收益基金Ｘ股對沖級別歐元（月配息）
2542,2204,FNDD,TWD,RR3,1,景順全球康健基金
2543,CC43,FNDF,USD,RR5,1,摩根－ＪＰＭ新興中東美元（Ａ股分派）基金
2545,CR24,FNDF,AUD,RR3,0,ＮＢ新興市場本地貨幣債券基金Ｃ２股月配澳幣
2546,EE42,FNDF,USD,RR3,1,景順環球指標增值基金Ａ年配息股美元
2549,GG36,FNDF,USD,RR5,0,安本標準印度股票基金Ａ累積美元
2552,1410,FNDD,TWD,RR4,1,摩根大歐洲基金
2556,2923,FNDD,TWD,RR5,1,復華東協世紀基金
2558,3303,FNDD,TWD,RR5,1,群益創新科技基金
2559,3339,FNDD,TWD,RR3,1,群益環球金綻雙喜基金台幣月配
2567,TF57,FNDF,AUD,RR3,0,鋒匯理Ⅱ－新興市場債券Ｔ股澳幣收益穩定配息
2569,AGD9,FNDF,ZAR,RR3,1,貝萊德新興市場債券基金Ａ８月配息南非幣避險
2570,AH01,FNDF,USD,RR5,0,新加坡大華東協基金美元
2571,AI22,FNDF,USD,RR5,0,亞拉丁美洲股票基金
2572,AI26,FNDF,USD,RR5,1,瀚亞泰國股票基金
2573,AI32,FNDF,ZAR,RR2,1,瀚亞優質公司債基金南非幣避險穩配Ａｚｄｍｃｌ
2578,EE41,FNDF,USD,RR4,1,景順亞洲平衡基金Ａ－穩定月配息股美元
2579,EE51,FNDF,USD,RR5,0,景順東協基金Ａ－年配息股美元
2581,KK66,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資亞洲成長基金
2582,NN26,FNDF,EUR,RR3,1,聯博美國收益基金Ａ２股歐元
2585,1511,FNDD,TWD,RR3,1,華南永昌全球亨利組合基金
2586,2106,FNDD,TWD,RR3,1,野村鑫全球債券組合基金
2587,2402,FNDD,TWD,RR4,1,瀚亞外銷基金
2589,2620,FNDD,TWD,RR5,1,元大印度指數基金
2590,3722,FNDD,USD,RR2,1,國泰智富傘型基金之ＥＴＦ安鑫組合基金－美元Ａ類型（不配息）
2595,PP38,FNDF,USD,RR5,0,施羅德環球韓國股票（美元）Ａ１－累積基金
2596,AT10,FNDF,USD,RR3,1,百達健康Ｒ美元
2597,AT02,FNDF,USD,RR4,1,百達智慧城市Ｒ年配美元
2598,5908,FNDD,CNY,RR3,1,柏瑞全球策略高收益債券基金Ｂ類型人民幣
2602,FCA3,FNDF,USD,RR3,0,摩根投資－ＪＰＭ多重收益美元對沖（Ｆ股每月派息）基金
2604,AAB8,FNDF,USD,RR3,1,富達全球入息基金Ｆ１美元穩定月配息
2608,AF51,FNDF,USD,RR3,0,鋒匯理Ⅱ－新興市場債券ＡＸＤ美元
2609,AK02,FNDF,EUR,RR4,1,駿利亨德森遠見泛歐地產股票基金
2613,EE05,FNDF,EUR,RR4,1,景順泛歐洲基金Ａ股歐元
2617,NN59,FNDF,USD,RR4,0,聯博日本策略價值Ａ股美元避險
2618,NN62,FNDF,USD,RR3,1,聯博全球價值型基金Ａ股美元
2619,NN67,FNDF,AUD,RR3,1,聯博美國收益基金ＡＡ穩定月配澳幣避險
2624,QQ28,FNDF,EUR,RR3,1,瑞銀（盧森堡）歐元高收益債券基金（歐元）月配息
2625,WW13,FNDF,USD,RR5,1,霸菱大東協基金Ａ類
2626,XX04,FNDF,USD,RR4,0,匯豐環球投資經濟規模美國股票基金
2629,1612,FNDD,TWD,RR5,1,第一金亞洲科技基金
2634,2701,FNDD,TWD,RR5,1,台新２０００高科技基金
2637,4707,FNDD,USD,RR4,1,野村歐洲中小成長基金美元
2642,AT29,FNDF,AUD,RR5,1,百達俄羅斯股票ＨＲ澳幣
2643,5920,FNDD,USD,RR4,1,柏瑞新興市場高收益債券基金Ａ類型美元
2646,6009,FNDD,CNY,RR3,1,安聯目標收益基金－Ｂ類型（月配息）－人民幣
2648,6203,FNDD,CNY,RR4,1,統一中國高收益債券基金人民幣累積
2654,AA82,FNDF,USD,RR3,1,富達新興市場債券基金美元
2655,AA93,FNDF,EUR,RR5,1,富達新興亞洲基金歐元累積
2656,AB04,FNDF,USD,RR4,1,天達環球策略環球策略股票基金Ｃ收益股份
2658,AF61,FNDF,USD,RR5,0,鋒匯理Ⅱ－中國股票Ａ２美元
2659,AGE2,FNDF,USD,RR4,1,貝萊德歐洲特別時機基金避險Ａ２美元
2660,AI35,FNDF,AUD,RR3,1,瀚亞美國高收益債券基金澳幣避險穩定月配
2661,AN07,FNDF,USD,RR3,1,ＤＷＳ投資全球高股息美元避險
2666,NN73,FNDF,USD,RR2,1,聯博短期債券基金ＡＡ穩定月配美元
2671,PP67,FNDF,USD,RR5,1,施羅德環球亞洲收益股票（美元）Ａ１－累積基金
2672,1503,FNDD,TWD,RR4,1,華南永昌永昌基金
2673,1604,FNDD,TWD,RR5,1,第一金店頭市場基金
2674,1606,FNDD,TWD,RR5,1,第一金電子基金
2676,2148,FNDD,TWD,RR3,1,野村美利堅高收益債基金月配類型
2677,2327,FNDD,TWD,RR3,1,柏瑞特別股息收益基金Ａ累積台幣
2681,3316,FNDD,TWD,RR1,0,群益安穩貨幣市場基金
2682,3332,FNDD,TWD,RR4,1,群益美國新創亮點基金
2685,3729,FNDD,USD,RR4,1,國泰全球積極組合基金－美元
2688,4608,FNDD,CNY,RR3,1,瀚亞全球高收益債券基金Ｂ類型人民幣
2691,AT08,FNDF,USD,RR4,1,百達水資源Ｒ美元
2692,AT28,FNDF,EUR,RR5,1,百達俄羅斯股票Ｒ歐元
2700,AA53,FNDF,EUR,RR4,1,富達歐洲基金
2701,AA65,FNDF,EUR,RR4,1,富達全球金融服務基金
2702,AAC3,FNDF,USD,RR4,1,富達全球金融服務基金Ａ類股美元
2705,AI44,FNDF,AUD,RR4,1,瀚亞亞洲股票收益基金澳幣避險穩定月配
2709,CCG1,FNDF,USD,RR3,1,摩根投資－ＪＰＭ多重收益美元對沖（Ａ股利率入息）基金
2712,KK60,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資歐洲高收益基金累積
2713,NNB9,FNDF,NZD,RR4,1,聯博全球不動產證券基金ＡＤ紐幣避險級別
2716,VV35,FNDF,USD,RR3,1,駿利亨德森平衡基金Ａ股美元入息
2717,WW55,FNDF,CAD,RR3,1,霸菱成熟及新興市場高收益債券基金－Ａ類加幣避險月配息型
2719,1205,FNDD,TWD,RR5,1,統一奔騰基金
2723,2823,FNDD,TWD,RR4,1,富蘭克林華美亞太平衡基金新臺幣累積型
2732,AA50,FNDF,USD,RR1,0,富達全球精選基金
2736,AG33,FNDF,EUR,RR3,1,貝萊德環球高收益債券基金ＨｅｄｇｅｄＡ２歐元
2737,AI37,FNDF,NZD,RR3,1,瀚亞美國高收益債券基金紐幣避險穩定月配
2740,CC96,FNDF,USD,RR5,1,摩根－ＪＰＭ新興市場小型企業美元（Ａ股ｐｅｒｆ累計）基金
2742,MM02,FNDF,EUR,RR5,0,安聯全球高科技基金
2746,PP71,FNDF,AUD,RR3,1,施羅德傘型基金ＩＩ－亞洲高息股債基金（澳幣避險）Ａ－月配基金
2747,PP85,FNDF,USD,RR3,1,施羅德環球環球股息基金（美元）Ａ－累積基金
2748,QQ46,FNDF,USD,RR4,1,瑞銀（盧森堡）策略基金－增長型（美元）
2749,SS06,FNDF,USD,RR5,0,柏瑞環球拉丁美洲股票基金Ａ
2755,2448,FNDD,TWD,RR3,1,瀚亞印度政府基礎建設債券基金Ｂ類型－新臺幣
2759,WV03,FNDF,USD,RR4,1,霸菱德國增長基金Ａ美元避險累積
2767,AF39,FNDF,USD,RR5,0,鋒匯理Ⅱ－新興市場股票Ａ２美元
2768,AG62,FNDF,USD,RR5,1,貝萊德新興歐洲基金美元
2771,AN05,FNDF,USD,RR3,1,ＤＷＳ投資全球高股息配息美元
2772,AR08,FNDF,ZAR,RR3,1,ＮＢ高收益債券基金Ｔ股月配南非幣
2773,AR21,FNDF,USD,RR3,1,ＮＢ新興市場本地貨幣債券基金Ｔ股累積美元
2774,BB19,FNDF,USD,RR5,1,安聯老虎基金－Ａ配息類股（美元）
2775,BB45,FNDF,USD,RR3,1,安聯收益成長基金－ＡＴ累積類股（美元）
2779,CC95,FNDF,USD,RR2,1,摩根－ＪＰＭ環球企業債券美元（Ａ股每月派息）基金
2782,GG33,FNDF,USD,RR5,1,安本標準亞洲小型公司基金Ａ累積美元
2783,NNC7,FNDF,USD,RR4,1,聯博聚焦美國股票基金Ａ級別美元
2787,2501,FNDD,TWD,RR4,1,安聯全球生技趨勢基金－新臺幣
2788,2906,FNDD,TWD,RR2,1,復華全球短期收益基金－新臺幣
2802,AA92,FNDF,USD,RR5,1,富達新興亞洲基金美元累積
2806,AG71,FNDF,USD,RR2,1,貝萊德環球企業債券基金Ａ２美元
2807,AGB7,FNDF,AUD,RR3,1,貝萊德環球高收益債券基金Ａ８月配澳幣避險
2809,BF58,FNDF,ZAR,RR3,0,鋒匯理Ⅱ－新興市場債券Ｂ股南非幣收益穩定配息
2812,CC80,FNDF,USD,RR5,1,摩根－ＪＰＭ大中華美元（Ａ股分派）基金
2815,EE67,FNDF,USD,RR4,0,景順美國股票基金Ａ－年配息股美元
2817,KK12,FNDF,USD,RR2,1,富蘭克林坦伯頓全球投資美國政府基金
2818,KK48,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球核心策略基金美元
2819,KK62,FNDF,USD,RR5,1,富蘭克林坦伯頓全球投資全球東歐基金
2821,NNC8,FNDF,USD,RR3,1,聯博優化波動股票基金Ａ級別美元
2822,QQ33,FNDF,USD,RR4,1,瑞銀（盧森堡）美國總收益股票基金累積
2826,2142,FNDD,TWD,RR3,1,野村環球高收益債基金月配
2827,2406,FNDD,TWD,RR5,1,瀚亞中小型股基金
2831,2904,FNDD,TWD,RR4,1,復華亞太平衡基金
2832,3908,FNDD,CNY,RR3,1,復華新興人民幣債券基金Ｂ
2833,4003,FNDD,TWD,RR4,1,聯博大利基金
2834,4012,FNDD,TWD,RR5,1,聯博亞太多重資產基金－ＡＤ類型新臺幣
2838,5603,FNDD,USD,RR4,1,台新亞澳高收益債券基金月配美元
2843,6302,FNDD,TWD,RR4,1,瑞銀全球創新趨勢基金
2845,AW06,FNDF,JPY,RR4,1,野村愛爾蘭日本策略價值基金（Ｔ日圓類股）
2848,AA67,FNDF,EUR,RR4,1,富達全球工業基金
2850,AO15,FNDF,USD,RR3,1,ＰＩＭＣＯ全球高收益債券基金Ｅ級類別收息
2851,BB18,FNDF,USD,RR5,0,安聯小龍基金
2855,CCE7,FNDF,USD,RR4,1,摩根－ＪＰＭ美國小型企業股票美元（Ａ股分派）基金
2859,GG28,FNDF,USD,RR5,0,安本標準新興市場股票基金Ａ累積美元
2861,NN15,FNDF,USD,RR4,1,聯博全球不動產證券基金Ａ股美元
2862,NN83,FNDF,ZAR,RR3,1,聯博全球高收益債券基金ＡＡ月配南非幣避險
2865,VV38,FNDF,AUD,RR3,1,駿利亨德森平衡基金Ａ股澳幣入息
2868,2154,FNDD,TWD,RR4,1,野村亞太收益多重資產基金（新臺幣月配）
2869,2201,FNDD,TWD,RR5,1,景順台灣科技基金
2871,2320,FNDD,TWD,RR4,1,柏瑞亞太高收益債券基金Ａ累積台幣
2872,2330,FNDD,TWD,RR3,1,柏瑞多重資產特別收益基金Ｂ配息（新臺幣）
2873,3202,FNDD,TWD,RR5,1,永豐中小基金
2875,4734,FNDD,CNY,RR4,1,野村新興收益傘型基金之邊境市場高收益主權債基金（累積人民幣）
2877,5906,FNDD,CNY,RR4,1,柏瑞新興市場高收益債券基金Ｂ類型人民幣月配
2880,AA86,FNDF,USD,RR3,1,富達新興市場債券基金美元月配
2886,AG97,FNDF,USD,RR4,1,貝萊德社會責任多元資產基金美元避險
2887,AGB2,FNDF,USD,RR4,1,貝萊德歐元市場基金Ａ２美元
2888,AP22,FNDF,AUD,RR3,1,ＮＮ（Ｌ）新興市場債券基金Ｘ股對沖級別澳幣（月配息）
2891,CCC8,FNDF,USD,RR3,1,摩根－ＪＰＭ環球醫療科技美元（Ａ股累計）基金
2892,GG52,FNDF,USD,RR4,1,安本標準北美小型公司基金Ａ累積美元
2894,KK22,FNDF,EUR,RR2,1,富蘭克林坦伯頓全球投資全球債券歐元基金
2895,KK59,FNDF,USD,RR2,1,富蘭克林坦伯頓全球投資亞洲債券基金累積
2896,KK70,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球債券總報酬基金美元月配Ａ
2897,NND2,FNDF,USD,RR4,0,聯博永續主題基金ＡＸ股美元
2903,NNB6,FNDF,USD,RR4,1,聯博歐洲股票基金Ａ級別美元
2904,QQ39,FNDF,USD,RR5,0,瑞銀（盧森堡）亞洲精選股票基金（未核備）
2908,2152,FNDD,TWD,RR3,1,野村亞太新興債券基金新臺幣配息
2909,2401,FNDD,TWD,RR5,1,瀚亞高科技基金
2910,2411,FNDD,TWD,RR4,1,瀚亞美國高科技基金
2911,2425,FNDD,TWD,RR5,1,瀚亞非洲基金
2912,2523,FNDD,TWD,RR1,1,安聯人民幣貨幣市場基金－新臺幣
2914,3809,FNDD,TWD,RR4,1,合庫全球高股息基金Ｂ月配
2920,UF59,FNDF,AUD,RR2,0,鋒匯理Ⅱ－策略收益Ｕ股澳幣收益穩定配息
2924,6205,FNDD,USD,RR4,1,統一全球新科技基金美元
2929,AAE8,FNDF,EUR,RR4,0,富達基金–歐洲多重資產收益基金Ａ股Ｃ月配歐元
2933,AP01,FNDF,USD,RR3,1,ＮＮ（Ｌ）環球高收益基金Ｘ股美元
2934,AP03,FNDF,EUR,RR3,1,ＮＮ（Ｌ）環球高收益基金Ｘ股對沖級別歐元
2935,AR13,FNDF,USD,RR4,1,ＮＢ美國多元企業機會基金Ｔ股累積型美元
2939,KK30,FNDF,EUR,RR4,1,富蘭克林坦伯頓全球投資互利歐洲基金
2940,NN86,FNDF,USD,RR4,1,聯博新興市場多元收益基金Ａ美元
2941,NNB7,FNDF,AUD,RR4,1,聯博歐洲股票基金ＡＤ月配澳幣避險級別
2943,WW01,FNDF,USD,RR5,0,霸菱東歐基金美元
2944,WW05,FNDF,USD,RR3,1,霸菱成熟及新興市場高收益債券基金－Ａ類美元月配息型
2945,1303,FNDD,TWD,RR4,0,保信第一基金
2946,2137,FNDD,TWD,RR5,1,野村印尼潛力基金
2947,2606,FNDD,TWD,RR4,1,元大全球不動產證券化基金Ａ
2948,3405,FNDD,TWD,RR5,1,新光中國成長基金
2949,3716,FNDD,AUD,RR4,1,國泰亞太入息平衡基金不配息澳幣
2951,4925,FNDD,CNY,RR5,1,群益大印度基金人民幣
2957,FE40,FNDF,USD,RR3,0,富蘭克林坦伯頓全球投資穩定月收益基金美元Ｆ（ＭＤＩＳ）股
2961,AAD3,FNDF,USD,RR4,1,富達日本小型企業美元避險
2964,AJ24,FNDF,GBP,RR3,0,瀚亞Ｍ＆Ｇ（英國）收益優化基金Ａ（英鎊）
2971,EE34,FNDF,USD,RR4,1,景順亞洲平衡基金Ａ股美元
2975,WW11,FNDF,USD,RR5,1,霸菱香港中國基金
2976,1103,FNDD,TWD,RR4,1,日盛精選五虎基金
2978,1115,FNDD,TWD,RR5,1,日盛亞洲機會基金
2979,1229,FNDD,TWD,RR4,1,統一全球新科技基金台幣
2981,2535,FNDD,TWD,RR3,1,安聯收益成長多重資產基金－Ｂ類型（月配息）－新臺幣
2982,3323,FNDD,TWD,RR2,1,群益亞洲新興市場投資級債券基金Ｂ類型月配
2999,AG26,FNDF,USD,RR4,1,貝萊德世界科技基金美元
3001,AG29,FNDF,USD,RR5,1,貝萊德太平洋股票基金美元
3003,AQ07,FNDF,USD,RR4,0,美盛銳思美國小型公司機會基金
3006,EE62,FNDF,USD,RR4,1,景順歐洲大陸企業基金Ａ－年配息股美元
3007,EE83,FNDF,USD,RR3,1,景順新興市場債券基金Ａ－固定月配息股美元
3012,KK61,FNDF,USD,RR5,0,富蘭克林坦伯頓全球投資全球拉丁美洲基金
3013,KK71,FNDF,EUR,RR3,1,富蘭克林坦伯頓全球投資全球債券總報酬基金歐元累積Ａ
3015,PP45,FNDF,CHF,RR4,1,施羅德環球瑞士中小型股票（瑞士法郎）Ａ１－累積基金
3019,1420,FNDD,TWD,RR5,1,摩根新興３５基金
3021,2011,FNDD,TWD,RR4,1,國泰全球資源基金
3022,2037,FNDD,TWD,RR2,1,國泰智富傘型基金之ＥＴＦ安鑫組合基金－臺幣Ｂ類型（配息）
3024,3607,FNDD,TWD,RR5,1,宏利亞太中小企業基金
3025,3801,FNDD,TWD,RR4,1,合庫台灣基金
3026,3806,FNDD,TWD,RR1,0,合庫貨幣市場基金
3027,4007,FNDD,TWD,RR3,1,聯博債券收益組合基金累積型
3035,AA54,FNDF,EUR,RR4,1,富達歐元藍籌基金
3036,AA60,FNDF,EUR,RR4,1,富達全球科技基金
3038,AF30,FNDF,EUR,RR3,0,鋒匯理Ⅱ－美國高息Ａ２歐元
3039,AF34,FNDF,USD,RR2,0,鋒匯理Ⅱ－策略收益ＡＸＤ美元
3041,AGC8,FNDF,USD,RR5,1,貝萊德亞太股票收益基金Ａ６美元
3047,JJ19,FNDF,USD,RR5,0,富蘭克林坦伯頓開發中國家基金
3052,PP03,FNDF,USD,RR4,1,施羅德環球美國小型公司（美元）Ａ１－累積基金
3053,QQ08,FNDF,USD,RR5,1,瑞銀（盧森堡）中國精選股票基金（美元）
3058,2135,FNDD,TWD,RR3,1,野村新興高收益債組合基金月配類型
3061,2509,FNDD,TWD,RR4,1,安聯全球綠能趨勢基金
3062,2519,FNDD,TWD,RR3,1,安聯四季豐收債券組合基金－Ａ類型（累積）－新臺幣
3064,3308,FNDD,TWD,RR4,1,群益亞太新趨勢平衡基金
3065,3318,FNDD,TWD,RR5,1,群益東協成長基金
3067,5010,FNDD,TWD,RR3,1,貝萊德全方位資產收益組合基金月配新臺幣
3075,AA10,FNDF,EUR,RR4,1,富達法國基金
3078,AG59,FNDF,USD,RR5,1,貝萊德中國基金Ａ２美元
3079,AN04,FNDF,USD,RR3,1,ＤＷＳ投資全球高股息美元
3081,AS02,FNDF,USD,RR4,1,先機美國入息基金Ａ類收益股（美元）
3083,BP37,FNDF,EUR,RR4,0,ＮＮ（Ｌ）歐元高股息基金Ｙ股歐元（月配息）
3088,KK96,FNDF,USD,RR4,1,富蘭克林坦伯頓全球投資互利歐洲基金美元避險Ａ（ＡＣＣ）股－Ｈ１
3089,NN06,FNDF,USD,RR5,0,聯博印度成長基金ＡＸ股美元
3091,NN23,FNDF,USD,RR5,1,聯博印度成長基金Ａ股美元
3093,OB06,FNDF,USD,RR4,1,法巴科技創新股票基金Ｃ（美元）
3094,OB12,FNDF,USD,RR3,1,法巴健康護理創新股票基金Ｃ（美元）
3096,WW54,FNDF,EUR,RR4,0,霸菱全球資源基金歐元
3098,1435,FNDD,TWD,RR4,1,摩根新興市場高收益債券基金累積型
3103,2418,FNDD,TWD,RR4,1,瀚亞亞太高股息基金
3104,2602,FNDD,TWD,RR4,1,元大台灣加權股價指數基金
3111,5938,FNDD,USD,RR3,1,柏瑞特別股息收益基金Ｂ月配美元
3112,UF73,FNDF,ZAR,RR2,0,鋒匯理Ⅱ－美元綜合債券Ｕ股南非幣收益穩定配息
3115,6003,FNDD,USD,RR4,1,安聯全球生技趨勢基金－美元
3118,AAA8,FNDF,USD,RR5,1,富達亞太入息基金Ｆ１美元穩定月配息
3119,AAD9,FNDF,AUD,RR4,0,富達亞洲高收益基金Ｈ澳幣避險月配息
3122,AGD5,FNDF,AUD,RR3,1,貝萊德世界健康科學基金ＨＥＤＧＥＤＡ２澳幣
3126,CCE1,FNDF,USD,RR3,1,摩根投資－ＪＰＭ策略總報酬美元對沖（Ａ股累計）基金
3131,NN42,FNDF,AUD,RR3,1,聯博新興市場債券基金ＡＴ股澳幣避險
3137,1904,FNDD,TWD,RR4,1,匯豐台灣精典基金
3138,1919,FNDD,TWD,RR4,1,匯豐全球趨勢組合基金
3139,2318,FNDD,TWD,RR3,1,柏瑞中國平衡基金Ｂ類型
3140,2436,FNDD,TWD,RR3,1,瀚亞全球高收益債券基金Ｃ類型分配
3141,2627,FNDD,TWD,RR4,1,元大全球不動產證券化基金Ｂ
3142,2803,FNDD,TWD,RR3,1,富蘭克林華美富蘭克林全球債券組合基金累積
3143,2825,FNDD,TWD,RR3,1,富蘭克林華美全球高收益債券基金新臺幣Ｃ分配型
3146,4943,FNDD,CNY,RR3,1,群益全球優先順位高收益債券基金Ｂ月配型人民幣
3150,AT07,FNDF,USD,RR4,1,百達數位科技Ｒ美元
3154,6017,FNDD,CNY,RR3,1,安聯收益成長多重資產基金－Ｂ類型（月配）－人民幣
3155,6303,FNDD,TWD,RR4,1,瑞銀亞洲高收益債券基金Ａ類型（不配息）
3161,9108,FNDD,ZAR,RR3,0,路博邁收益成長多重資產基金Ｎ月配（南非幣）
3163,AF58,FNDF,ZAR,RR3,0,鋒匯理Ⅱ－新興市場債券Ａ股南非幣收益穩定配息
3164,AF60,FNDF,ZAR,RR2,0,鋒匯理Ⅱ－策略收益Ａ股南非幣收益穩定配息
3166,AGC6,FNDF,USD,RR5,1,貝萊德亞太股票收益基金Ａ２美元
3167,AP28,FNDF,USD,RR3,1,ＮＮ（Ｌ）環球高股息基金Ｘ股美元
3168,AP29,FNDF,USD,RR4,1,ＮＮ（Ｌ）美國高股息基金Ｘ股美元（月配息）
3169,AP43,FNDF,ZAR,RR3,1,ＮＮ（Ｌ）亞洲債券基金Ｘ股對沖級別南非幣（月配息）
3170,BB34,FNDF,USD,RR4,1,安聯東方入息基金－Ａ配息類股（美元）
3176,JJ05,FNDF,USD,RR4,1,富蘭克林高科技基金
3177,KK63,FNDF,USD,RR3,1,富蘭克林坦伯頓全球投資全球基金
3184,WW52,FNDF,EUR,RR5,0,霸菱拉丁美洲基金歐元
3186,1922,FNDD,TWD,RR5,1,匯豐中國動力基金台幣
3187,1925,FNDD,TWD,RR3,1,匯豐資源豐富國家債券基金配息
3188,2136,FNDD,TWD,RR5,1,野村印度潛力基金
